CustomerId,Complaint,ComplaintNumber,ProcessedComplaint,ComplaintLength,Sentiment,KeyVerbsCount,KeyNounsCount,KeyAdjectivesCount
9103-TCIHJ,I’ve been experiencing frequent dropped calls and poor call quality despite having multiple lines. This has been very frustrating and is affecting my ability to stay connected.,1,ive experiencing frequent dropped calls poor call quality despite multiple lines frustrating affecting ability stay connected,176,-0.20500000000000002,1,0,2
9103-TCIHJ,"The DSL internet speed is far slower than what was promised when I signed up, making it difficult to complete online tasks efficiently.",2,dsl internet speed far slower promised signed making difficult complete online tasks efficiently,135,-0.10000000000000002,1,1,2
9103-TCIHJ,"When I reached out to customer service about the slow internet and poor call quality, I was given no helpful resolution and felt my concerns were dismissed.",3,reached customer service slow internet poor call quality given helpful resolution felt concerns dismissed,156,-0.35000000000000003,1,3,2
3874-EQOEP,"The streaming services I signed up for, including StreamingTV and StreamingMovies, frequently buffer or stop working altogether, making it impossible to enjoy any content.",1,streaming services signed including streamingtv streamingmovies frequently buffer stop working altogether making impossible enjoy content,171,-0.055555555555555546,2,1,0
3874-EQOEP,"I contacted customer support about the streaming issues, but I was put on hold for a long time and did not receive any meaningful assistance.",2,contacted customer support streaming issues put hold long time receive meaningful assistance,141,0.225,1,3,0
3874-EQOEP,"Despite the ongoing problems with the services, my monthly charges remain high, and there has been no adjustment or compensation for the inconvenience.",3,despite ongoing problems services monthly charges remain high adjustment compensation inconvenience,151,0.16,0,2,2
4078-SAYYN,"The streaming services I signed up for frequently buffer or crash, and the internet speed is inconsistent despite paying a high monthly fee. This has been very frustrating, especially since I'm on a month-to-month contract.",1,streaming services signed frequently buffer crash internet speed inconsistent despite paying high monthly fee frustrating especially since monthtomonth contract,223,-0.065,3,2,3
2968-SSGAA,The internet speed has been consistently poor despite paying for Fiber Optic service. Streaming movies and TV is a frustrating experience with constant buffering.,1,internet speed consistently poor despite paying fiber optic service streaming movies tv frustrating experience constant buffering,162,-0.26666666666666666,3,4,3
2968-SSGAA,"I contacted customer support about the slow internet, but I did not receive any helpful assistance, and the issue still persists.",2,contacted customer support slow internet receive helpful assistance issue still persists,129,-0.30000000000000004,0,4,1
2968-SSGAA,The monthly charges are excessively high for the quality of service provided. I don't feel I'm getting value for my money.,3,monthly charges excessively high quality service provided feel getting value money,122,0.16,0,2,2
2968-SSGAA,"Despite not having Online Security or Tech Support, I feel the lack of these critical services greatly impacts my experience, and there was no clear communication about their absence when I signed up.",4,despite online security tech support feel lack critical services greatly impacts experience clear communication absence signed,200,0.184375,0,2,1
2968-SSGAA,"The billing process through electronic check has been inconvenient, and I noticed discrepancies in my bill that were not explained or corrected.",5,billing process electronic check inconvenient noticed discrepancies bill explained corrected,144,-0.6,0,0,0
0529-ONKER,"The internet speed has been consistently slow, making it difficult to use even basic online services. This is unacceptable for the high monthly charges I'm paying.",1,internet speed consistently slow making difficult use even basic online services unacceptable high monthly charges paying,163,-0.16,2,3,4
0529-ONKER,"I have repeatedly called customer support about the internet issues, but I have not received any helpful resolution. The lack of assistance is frustrating.",2,repeatedly called customer support internet issues received helpful resolution lack assistance frustrating,155,-0.4,1,4,1
0529-ONKER,The fact that I’m being charged $75.65 per month for services without additional features like online security or tech support feels unreasonable and overpriced.,3,fact im charged per month services without additional features like online security tech support feels unreasonable overpriced,161,0.0,1,2,1
0529-ONKER,"Despite opting for paper billing, I’ve noticed delays in receiving my bill, causing inconvenience and uncertainty about payment deadlines.",4,despite opting paper billing ive noticed delays receiving bill causing inconvenience uncertainty payment deadlines,138,0.0,0,0,0
8390-FESFV,"The streaming services I've been paying for are constantly buffering and lagging, making it impossible to watch anything without interruptions. I've contacted customer support multiple times, but the issue still hasn't been resolved.",1,streaming services paying constantly buffering lagging making impossible watch anything without interruptions contacted customer support multiple times issue still resolved,233,-0.2222222222222222,4,4,0
8519-IMDHU,"The streaming movies service often buffers and freezes, making it impossible to enjoy anything. Despite paying a high monthly charge, the quality of service has been extremely disappointing.",1,streaming movies service often buffers freezes making impossible enjoy anything despite paying high monthly charge quality service extremely disappointing,190,-0.17666666666666664,4,3,2
6648-INWPS,"I often experience billing delays due to the lack of paperless billing, and it’s inconvenient to manage payments with the current system. Please provide a more streamlined option.",1,often experience billing delays due lack paperless billing inconvenient manage payments current system please provide streamlined option,179,-0.056249999999999994,0,0,0
6688-UZPWD,"The internet speed with the fiber optic service has been extremely inconsistent, especially while streaming TV and movies. Despite paying a high monthly charge, I am not getting the quality I expected, and there has been no resolution despite multiple attempts to contact support.",1,internet speed fiber optic service extremely inconsistent especially streaming tv movies despite paying high monthly charge getting quality expected resolution despite multiple attempts contact support,280,-0.013000000000000001,2,5,4
2858-MOFSQ,"The internet service has been unreliable for months, with frequent slowdowns and disconnections. Despite paying for DSL, the quality has not improved, and this has been extremely frustrating.",1,internet service unreliable months frequent slowdowns disconnections despite paying dsl quality improved extremely frustrating,191,-0.15000000000000002,2,2,2
2858-MOFSQ,"I contacted customer support about the internet issues, but I did not receive any helpful assistance. The lack of tech support for resolving this problem was one of the main reasons I decided to leave.",2,contacted customer support internet issues receive helpful assistance lack tech support resolving problem one main reasons decided leave,201,0.16666666666666666,0,5,2
2038-LLMLM,"The streaming services I pay for, both TV and movies, frequently lag or fail to load altogether. This has been an ongoing issue, especially during peak hours, and it's incredibly frustrating.",1,streaming services pay tv movies frequently lag fail load altogether ongoing issue especially peak hours incredibly frustrating,191,-0.2,2,4,0
2038-LLMLM,"Despite having tech support included in my plan, I often have to wait an unreasonable amount of time to get assistance when I face technical issues. It's unacceptable for a service I’m paying a premium for.",2,despite tech support included plan often wait unreasonable amount time get assistance face technical issues unacceptable service im paying premium,206,0.0,2,3,1
2979-SXESE,"The streaming TV service frequently buffers and freezes, making it impossible to watch anything without interruptions. Despite having a fiber optic connection, the issue has not improved, and no resolution has been provided after multiple attempts to contact customer support.",1,streaming tv service frequently buffers freezes making impossible watch anything without interruptions despite fiber optic connection issue improved resolution provided multiple attempts contact customer support,276,-0.18888888888888888,3,5,1
1374-DMZUI,"The streaming services for both TV and movies often buffer or fail to load, which is extremely frustrating considering the high monthly charges I am paying.",1,streaming services tv movies often buffer fail load extremely frustrating considering high monthly charges paying,156,-0.24666666666666667,3,4,2
1374-DMZUI,"I have been having issues with my fiber optic internet being down frequently, and there is no assistance available since my plan doesn't include tech support.",2,issues fiber optic internet frequently assistance available since plan include tech support,158,0.11481481481481481,0,3,3
1374-DMZUI,"Your customer service is unhelpful when I try to resolve these issues, and I am tired of paying for services that do not work as advertised.",3,customer service unhelpful try resolve issues tired paying services work advertised,140,-0.4,1,4,0
2189-UXTKY,"My monthly bill is too high for the services I’m receiving. Despite having tech support and online security, I’ve faced multiple issues with my internet service, including slow speeds and buffering while streaming. I expected better service for the price I’m paying.",1,monthly bill high services im receiving despite tech support online security ive faced multiple issues internet service including slow speeds buffering streaming expected better service price im paying,266,0.05199999999999999,2,6,5
4446-BZKHU,"The internet service has been consistently unreliable, with frequent outages and buffering issues while streaming TV and movies. Despite being a long-term customer, I feel that the quality of service has not improved, and this has been very frustrating.",1,internet service consistently unreliable frequent outages buffering issues streaming tv movies despite longterm customer feel quality service improved frustrating,253,-0.05666666666666668,2,7,2
8849-GYOKR,"I've been a loyal customer for years, but the high monthly charges for my services, especially for fiber optic internet and streaming, feel excessive compared to competitors. Despite having multiple services, I don't see any loyalty discounts or benefits.",1,loyal customer years high monthly charges services especially fiber optic internet streaming feel excessive compared competitors despite multiple services see loyalty discounts benefits,255,0.04866666666666666,1,5,5
0329-GTIAJ,"The streaming services I signed up for, both TV and movies, frequently buffer or stop working altogether. This has been incredibly frustrating, especially since I am paying for high-speed fiber optic internet.",1,streaming services signed tv movies frequently buffer stop working altogether incredibly frustrating especially since paying highspeed fiber optic internet,209,-0.10000000000000002,3,4,2
0329-GTIAJ,"When I contacted tech support about the streaming issues, I was put on hold for an extended period, and the issue was not resolved even after multiple attempts.",2,contacted tech support streaming issues put hold extended period issue resolved even multiple attempts,160,0.0,2,3,1
9337-SRRNI,"The quality of the phone service has been poor lately, with frequent call drops and issues with clarity.",1,quality phone service poor lately frequent call drops issues clarity,104,-0.19999999999999998,0,2,2
9337-SRRNI,"I feel like I'm being overcharged for my phone service, especially since I don't have internet services bundled with it.",2,feel like overcharged phone service especially since internet services bundled,120,0.0,1,3,1
9337-SRRNI,"I tried reaching out to customer support about my phone issues, but I haven't received any helpful response or resolution.",3,tried reaching customer support phone issues received helpful response resolution,122,0.0,0,3,0
9451-WLYRI,"I've been a loyal customer for over four years, but I don't understand why my service options are so limited. Despite paying consistently, I'm not able to access internet services, which feels unfair. I would like an explanation or a way to upgrade my services.",1,loyal customer four years understand service options limited despite paying consistently able access internet services feels unfair would like explanation way upgrade services,261,-0.12202380952380953,2,5,2
2027-WKXMW,"The streaming services, both TV and movies, frequently buffer and ruin my viewing experience. This has been ongoing for weeks, and I expect better service given how much I’m paying monthly.",1,streaming services tv movies frequently buffer ruin viewing experience ongoing weeks expect better service given much im paying monthly,189,0.26666666666666666,4,4,2
2027-WKXMW,"Despite having tech support included, it takes forever to get issues resolved when I call. The delays and lack of proactive solutions are extremely frustrating.",2,despite tech support included takes forever get issues resolved call delays lack proactive solutions extremely frustrating,160,-0.4,3,2,1
0122-OAHPZ,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it impossible to get work done or stream content. This has been an ongoing issue, and no resolution has been provided despite multiple attempts to reach out.",1,internet service extremely unreliable frequent outages slow speeds making impossible get work done stream content ongoing issue resolution provided despite multiple attempts reach,255,-0.19833333333333333,1,3,2
0122-OAHPZ,"The customer support team has been unhelpful in addressing my complaints about the internet service. Each time I call, I am either put on hold for an extended period or given generic responses without any real action being taken.",2,customer support team unhelpful addressing complaints internet service time call either put hold extended period given generic responses without real action taken,229,0.07500000000000001,1,4,1
4489-SNOJF,"I am extremely disappointed with the frequent price increases on my monthly bill despite being a loyal customer for nearly three years. The charges feel excessive, especially considering I am careful to use only the services I need.",1,extremely disappointed frequent price increases monthly bill despite loyal customer nearly three years charges feel excessive especially considering careful use services need,232,-0.07083333333333333,0,3,3
4291-SHSBH,"I've been experiencing frequent internet outages with the fiber optic service, which is unacceptable given the high monthly charges.",1,experiencing frequent internet outages fiber optic service unacceptable given high monthly charges,132,0.13,1,3,5
4291-SHSBH,"I contacted customer support regarding the internet issues, but the response was unhelpful and no resolution was provided.",2,contacted customer support regarding internet issues response unhelpful resolution provided,122,0.0,0,4,1
4291-SHSBH,The lack of included services like online security or tech support for the price I'm paying feels unfair and makes me question the value of this subscription.,3,lack included services like online security tech support price paying feels unfair makes question value subscription,158,-0.5,3,2,1
3583-EKAPL,"The streaming movies service is not working properly. I've been trying to watch movies, but the service keeps buffering or failing to load altogether. This is very frustrating, especially since I've just started my account.",1,streaming movies service working properly trying watch movies service keeps buffering failing load altogether frustrating especially since started account,223,-0.17333333333333334,2,4,0
7895-VONWT,"The streaming services I subscribed to, both TV and movies, often experience buffering and interruptions despite having a stable internet plan. This has been frustrating, and I expect a resolution to improve the quality of these services.",1,streaming services subscribed tv movies often experience buffering interruptions despite stable internet plan frustrating expect resolution improve quality services,238,-0.4,3,5,1
0617-AQNWT,"I've been a loyal customer for over five years, yet my internet speed has been consistently slower than advertised. This has been a persistent issue that has not been resolved despite reaching out earlier.",1,loyal customer five years yet internet speed consistently slower advertised persistent issue resolved despite reaching earlier,205,0.19444444444444442,1,3,2
0617-AQNWT,"My streaming movie service frequently buffers, making it almost impossible to enjoy watching anything. This is unacceptable given how much I am paying monthly.",2,streaming movie service frequently buffers making almost impossible enjoy watching anything unacceptable given much paying monthly,159,0.008333333333333345,5,1,1
0617-AQNWT,"I specifically chose a plan with tech support, but when I called for help with my internet issues, I was put on hold for over an hour without resolution.",3,specifically chose plan tech support called help internet issues put hold hour without resolution,153,0.0,0,3,2
0617-AQNWT,"Despite not using paperless billing, I often receive billing statements late, which has caused unnecessary stress and confusion about payment deadlines.",4,despite using paperless billing often receive billing statements late caused unnecessary stress confusion payment deadlines,152,-0.35,0,0,0
0617-AQNWT,"I decided to cancel my service because of the continued poor performance and lack of resolution, but the cancellation process was unnecessarily complicated and time-consuming.",5,decided cancel service continued poor performance lack resolution cancellation process unnecessarily complicated timeconsuming,175,-0.45,0,1,1
6719-OXYBR,"The internet speed is not as advertised. Despite paying for fiber optic, I often experience slow loading times, especially during peak hours.",1,internet speed advertised despite paying fiber optic often experience slow loading times especially peak hours,141,-0.15000000000000002,1,1,2
6719-OXYBR,"The streaming TV service frequently buffers, making it nearly impossible to watch anything uninterrupted.",2,streaming tv service frequently buffers making nearly impossible watch anything uninterrupted,105,-0.18888888888888888,3,2,0
6719-OXYBR,"I contacted customer support about the buffering issue, but I was put on hold for over 30 minutes and didn’t receive a satisfactory resolution.",3,contacted customer support buffering issue put hold minutes didnt receive satisfactory resolution,143,0.0,0,3,0
6719-OXYBR,The monthly charge is too high for the level of service I’m receiving. I feel I am not getting value for my money.,4,monthly charge high level service im receiving feel getting value money,114,0.16,0,1,2
6719-OXYBR,I am frustrated that basic online security features are not included in my plan. I would expect this to be a standard offering given the high cost.,5,frustrated basic online security features included plan would expect standard offering given high cost,147,-0.13499999999999998,3,0,1
8894-JVDCV,"The streaming TV service often buffers and freezes during peak hours, making it nearly impossible to watch anything without interruptions.",1,streaming tv service often buffers freezes peak hours making nearly impossible watch anything without interruptions,138,-0.6666666666666666,3,2,0
8894-JVDCV,"Despite paying for premium fiber optic internet, I frequently experience inconsistent speeds, which affects both browsing and streaming.",2,despite paying premium fiber optic internet frequently experience inconsistent speeds affects browsing streaming,136,0.1,2,1,2
8894-JVDCV,"The customer support team takes too long to respond when I report issues, and when they do, the solutions provided are often ineffective.",3,customer support team takes long respond report issues solutions provided often ineffective,137,-0.05,0,3,0
8894-JVDCV,"I noticed an unexpected increase in my monthly charges recently, and I haven't received any explanation or notification about this change.",4,noticed unexpected increase monthly charges recently received explanation notification change,138,0.05,0,1,1
7133-VBDCG,"The internet connection has been extremely inconsistent despite using fiber optic service. I've reported this issue multiple times, but it still hasn't been resolved, which is very frustrating and led me to cancel my service.",1,internet connection extremely inconsistent despite using fiber optic service reported issue multiple times still resolved frustrating led cancel service,225,-0.215,2,4,2
5380-AFSSK,"The streaming services I’ve been paying for are constantly buffering and lagging, making it impossible to enjoy watching TV or movies. Despite the high monthly charges, the quality of service has been very disappointing.",1,streaming services ive paying constantly buffering lagging making impossible enjoy watching tv movies despite high monthly charges quality service disappointing,220,-0.17733333333333332,3,5,2
9391-DXGGG,"The internet speed is not consistent, and I often experience buffering while streaming movies, which is frustrating given the high monthly charges.",1,internet speed consistent often experience buffering streaming movies frustrating given high monthly charges,147,-0.12166666666666666,3,3,3
9391-DXGGG,"I have been paying for tech support, but the service is unavailable when I need assistance with my internet issues. This is unacceptable.",2,paying tech support service unavailable need assistance internet issues unacceptable,137,0.0,1,4,2
9391-DXGGG,Your customer service team is unresponsive and unhelpful when I try to report service issues. I expect better support for long-term customers.,3,customer service team unresponsive unhelpful try report service issues expect better support longterm customers,142,0.5,1,5,1
0207-MDKNV,"The streaming services I signed up for, including both TV and movies, often buffer or fail to load altogether. This has been frustrating, especially since I'm paying a premium for Fiber optic internet.",1,streaming services signed including tv movies often buffer fail load altogether frustrating especially since paying premium fiber optic internet,201,-0.3,3,4,2
0207-MDKNV,"Despite having tech support included, when I reached out for help with my streaming issues, the support team was unresponsive and did not resolve the problem.",2,despite tech support included reached help streaming issues support team unresponsive resolve problem,158,0.0,2,3,1
7587-RZNME,"The DSL internet service has been extremely slow and unreliable despite paying $43.30 per month. Customer support has not provided any real assistance, which is why I decided to cancel my service.",1,dsl internet service extremely slow unreliable despite paying per month customer support provided real assistance decided cancel service,196,-0.05000000000000002,1,5,1
9514-JDSKI,"The streaming TV service consistently buffers and lags, making it impossible to watch anything without interruptions. This is unacceptable, especially for a new customer.",1,streaming tv service consistently buffers lags making impossible watch anything without interruptions unacceptable especially new customer,170,-0.07007575757575757,3,3,0
9514-JDSKI,"I reached out to customer support regarding my streaming issues, but I received no clear resolution or follow-up. This lack of assistance is very frustrating.",2,reached customer support regarding streaming issues received clear resolution followup lack assistance frustrating,158,-0.28500000000000003,2,3,0
9776-CLUJA,"The internet service has been consistently unreliable despite being on a fiber optic plan. I’ve had frequent outages and slow speeds, which is unacceptable given the high monthly charges. I had no choice but to cancel my service.",1,internet service consistently unreliable despite fiber optic plan ive frequent outages slow speeds unacceptable given high monthly charges choice cancel service,229,0.052499999999999984,1,4,5
6365-MTGZX,"The streaming services I pay for, including TV and movies, frequently buffer or fail to load altogether, which has been very frustrating.",1,streaming services pay including tv movies frequently buffer fail load altogether frustrating,137,-0.3066666666666667,2,3,0
6365-MTGZX,"Despite paying for tech support, I struggled to get any meaningful assistance when I reported the streaming issues, and the problem still isn't resolved.",2,despite paying tech support struggled get meaningful assistance reported streaming issues problem still resolved,153,0.5,3,2,1
6365-MTGZX,"The fiber optic internet connection has frequent drops, making it impossible to enjoy the services I'm paying for.",3,fiber optic internet connection frequent drops making impossible enjoy services paying,114,-0.055555555555555546,2,2,3
6365-MTGZX,"The monthly charge of $96 is far too high given the consistent issues with the services, and I feel like I'm not getting what I paid for.",4,monthly charge far high given consistent issues services feel like getting paid,137,0.17,2,2,2
6365-MTGZX,I was charged for the month even though I decided to cancel due to these ongoing problems—I would like a refund for the unused services.,5,charged month even though decided cancel due ongoing problemsi would like refund unused services,136,-0.125,1,1,0
7036-ZZKBD,"The streaming movies service often buffers and has poor video quality, even though I am paying for it. This has been frustrating, and I would like this issue resolved immediately.",1,streaming movies service often buffers poor video quality even though paying frustrating would like issue resolved immediately,179,-0.4,6,3,1
5931-FLJJF,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it difficult to complete basic tasks online.",1,internet service extremely unreliable frequent outages slow speeds making difficult complete basic tasks online,142,-0.12083333333333335,1,2,3
5931-FLJJF,"I tried reaching out to customer support to resolve the internet issues, but no one was able to provide a satisfactory solution or timeline for fixing the problem.",2,tried reaching customer support resolve internet issues one able provide satisfactory solution timeline fixing problem,163,0.5,0,4,1
5931-FLJJF,"Despite the poor service, my monthly bill remains high, and I don’t feel like I’m getting value for the amount I’m paying.",3,despite poor service monthly bill remains high dont feel like im getting value amount im paying,122,-0.12000000000000001,2,1,3
7688-AWMDX,"Despite being a long-term customer, my DSL internet speed has been consistently below what was promised in my plan. It's frustrating to deal with such slow speeds when I rely on a stable connection for work and other activities. Please resolve this issue promptly.",1,despite longterm customer dsl internet speed consistently promised plan frustrating deal slow speeds rely stable connection work activities please resolve issue promptly,264,-0.11500000000000002,1,3,1
0479-HMSWA,"The streaming services I signed up for, both TV and movies, frequently buffer or crash, which disrupts my viewing experience. This has been ongoing for weeks, and I need it fixed immediately.",1,streaming services signed tv movies frequently buffer crash disrupts viewing experience ongoing weeks need fixed immediately,191,0.1,1,3,0
0479-HMSWA,"Despite having tech support included in my plan, it took ages to get through to a representative the last time I called, and they couldn't resolve my issue effectively. This level of support is unacceptable for the amount I’m paying.",2,despite tech support included plan took ages get representative last time called could resolve issue effectively level support unacceptable amount im paying,233,0.3,2,3,1
6393-WRYZE,"The streaming services I signed up for frequently buffer or stop working altogether, even though I am paying a premium price for fiber optic internet. This has been a persistent issue, and I haven't received any resolution despite contacting support.",1,streaming services signed frequently buffer stop working altogether even though paying premium price fiber optic internet persistent issue received resolution despite contacting support,250,0.1,2,4,2
6393-WRYZE,"I was hoping to get better customer support for technical issues, but every time I try to reach out, I either get no response or unhelpful answers. This has left me feeling frustrated and undervalued as a customer.",2,hoping get better customer support technical issues every time try reach either get response unhelpful answers left feeling frustrated undervalued customer,214,-0.04999999999999999,0,4,1
2025-JKFWI,"The streaming services keep buffering, and the internet speed is inconsistent despite having a fiber optic connection. This has been ongoing for weeks, and I expected better service given the high monthly charges.",1,streaming services keep buffering internet speed inconsistent despite fiber optic connection ongoing weeks expected better service given high monthly charges,213,0.18666666666666668,2,4,5
6289-CPNLD,"The streaming services, both TV and movies, have been buffering constantly, making it impossible to enjoy any content. I expect better service for what I'm paying.",1,streaming services tv movies buffering constantly making impossible enjoy content expect better service paying,163,0.05833333333333335,4,4,1
6289-CPNLD,"The internet connection through DSL has been slow and unreliable, causing disruptions during work and entertainment time.",2,internet connection dsl slow unreliable causing disruptions work entertainment time,121,-0.30000000000000004,0,1,1
6289-CPNLD,"I contacted tech support regarding the internet issues, but the response was delayed, and the solution provided did not resolve the problem.",3,contacted tech support regarding internet issues response delayed solution provided resolve problem,140,0.0,0,3,2
6289-CPNLD,"Despite having device protection, I was not given proper assistance when my modem stopped working, and I had to purchase a replacement myself.",4,despite device protection given proper assistance modem stopped working purchase replacement,142,0.0,1,0,0
6289-CPNLD,"The mailed check payment method is inconvenient, and I faced delays in processing my payments, leading to unnecessary stress.",5,mailed check payment method inconvenient faced delays processing payments leading unnecessary stress,125,-0.5,0,0,0
6457-USBER,"The streaming movies service is constantly buffering and has poor quality, making it impossible to enjoy any content properly.",1,streaming movies service constantly buffering poor quality making impossible enjoy content properly,126,-0.13333333333333333,2,2,1
6457-USBER,"Your customer support team has been unhelpful in resolving my streaming issues. I've contacted them multiple times, but the problem remains.",2,customer support team unhelpful resolving streaming issues contacted multiple times problem remains,140,0.0,1,3,0
6457-USBER,"The monthly charges are too high for the limited services I’m receiving, especially considering the ongoing issues with streaming.",3,monthly charges high limited services im receiving especially considering ongoing issues streaming,130,0.029523809523809525,1,3,2
0754-UKWQP,"The internet speed is terrible, especially for a fiber optic connection. Streaming movies and TV shows constantly buffer, which ruins the experience.",1,internet speed terrible especially fiber optic connection streaming movies tv shows constantly buffer ruins experience,149,-0.2875,1,3,2
0754-UKWQP,"I called customer service to report the slow internet issue, but the response was unhelpful and they failed to resolve the problem.",2,called customer service report slow internet issue response unhelpful failed resolve problem,131,-0.4,0,4,1
0754-UKWQP,My monthly charges are too high for the quality of services provided. I'm not getting the value I expected for $95.85 per month.,3,monthly charges high quality services provided getting value expected per month,128,0.03,0,2,2
0754-UKWQP,There was no clear communication about additional fees for services like device protection. I feel misled about the pricing.,4,clear communication additional fees services like device protection feel misled pricing,124,-0.05000000000000001,1,1,0
0754-UKWQP,The process of canceling my subscription was overly complicated and frustrating. It took multiple calls just to ensure my account was closed.,5,process canceling subscription overly complicated frustrating took multiple calls ensure account closed,141,-0.25,1,0,0
4664-NJCMS,"The streaming services I subscribed to, including TV and movies, often experience buffering or interruptions, making it difficult to enjoy my content.",1,streaming services subscribed including tv movies often experience buffering interruptions making difficult enjoy content,150,-0.04999999999999999,2,3,1
4664-NJCMS,"Despite having tech support included in my plan, I had to wait an unusually long time to get assistance when I reported the issue with streaming.",2,despite tech support included plan wait unusually long time get assistance reported issue streaming,145,-0.05,2,2,1
4664-NJCMS,The DSL internet speed is not consistent and doesn't seem to match the rates I’m paying for—it's often slower than expected.,3,dsl internet speed consistent seem match rates im paying forit often slower expected,124,-0.1125,1,1,1
4664-NJCMS,"I noticed that my monthly charges have slightly increased over time, and I would like an explanation for these changes.",4,noticed monthly charges slightly increased time would like explanation changes,119,-0.16666666666666666,1,1,1
5708-EVONK,"The streaming movies service frequently buffers and often has poor video quality, making it difficult to enjoy watching. This has been a recurring issue despite having a fiber optic connection.",1,streaming movies service frequently buffers often poor video quality making difficult enjoy watching recurring issue despite fiber optic connection,193,-0.1,3,3,3
5708-EVONK,"I contacted customer support about the streaming issue, but they were unable to provide a resolution or timeline for fixing the problem, which is very frustrating.",2,contacted customer support streaming issue unable provide resolution timeline fixing problem frustrating,163,-0.51,2,3,0
